n,short_name,cat.x,cat1,cat2,group,govern,year,id,paddd,paddd_type,paddd_type.1,paddd_status,paddd_enacted,paddd_events,trends,hits,area_km2,acc_50k,pop_50k,amp_div,bir_div,mam_div,tot_div,alt,tri,bioma,alt_r,Min_dist,Avg_dist,mean.eng,na_rows.eng,total_days.eng,mean.pt,na_rows.pt,total_days.pt,cat.y,esfera,area_km2_mod,pop_50k_mod,alt_r_mod,acc_50k_mod,tot_div_mod,Min_dist_mod,year_mod
342,RESEX RENASCER,Reserva Extrativista,RESEX,RESEX,US,federal,2009,0000.00.1810,1,downsize,Proposed,Proposed,0,1,0,263,2114.27,519,1813.90892237425,80,549,170,799,78.0398655872919,6.16609388524006,Amazonia,193,324.5712084,2162.212783,0,NA,NA,0,NA,NA,NA,NA,1.481574307529929,-1.1999498452818118,0.3525450084915279,1.5380912559566837,1.008686604558518,1.1243049168650883,-0.7817385781376404
179,PARNA DOS LEN<c7>OIS MARANHENSES,Parque,PAR,PARNA,PI,federal,1981,0000.00.0180,0,none,none,none,0,0,0,262,1565.38,117,5876.42357254028,31,340,112,483,17.1855509932305,3.7302576295787,Cerrado,93,73.66685345,1908.682108,263,0,1451,116,0,1451,Parque,Federal,1.377123873275603,-0.5911401048604545,-0.1366854420887261,0.47688118827802106,-1.1150471215446498,0.38717687859455185,1.3807343483473637
850,APA FERN<c3>O DIAS,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,1997,0000.31.0402,0,none,none,none,0,0,0,262,1792.51,22,150534.994921684,88,527,159,774,1277.72942959493,37.4564928354919,Mata Atlantica,1201,3.763261383,1055.066907,0,NA,NA,0,NA,NA,NA,NA,1.424203237601001,1.0890991680350763,1.5840446925696359,-0.6931200423454587,0.874513106628772,-0.9904739644575192,0.14503553321307572
641,PARES DO UTINGA,Parque,PAR,PE,PI,estadual,1993,0000.15.1022,0,none,none,none,0,0,0,261,13.98,7,94072.5785784721,65,505,167,737,19.9505703422053,8.45342205323194,Amazonia,41,0,2095.252623,2,0,928,16,0,354,Parque,Estadual,-0.23955280346855026,0.8455277555376894,-0.6806493996934956,-1.4487402575965698,0.6677751562221517,-1.7718471866319445,0.4539602369966477
734,PARES DE DOIS IRM<c3>OS,Parque,PAR,PE,PI,estadual,1987,0000.26.0966,0,none,none,none,0,0,0,259,2.32,3,214412.93567276,32,340,123,495,61.6578947368421,19.2467105263158,Mata Atlantica,91,0,1698.722918,2,0,1451,22,0,1451,Parque,Estadual,-0.7634304103166861,1.272354088407738,-0.15120658793670952,-1.9446966000656745,-1.0115453719667349,-1.7718471866319445,0.9173472926720058
209,REBIO DO RIO TROMBETAS,Reserva Biol<f3>gica,REBIO,REBIO,PI,federal,1979,0000.00.0210,0,none,none,none,0,0,0,256,4077.57,619,840.252758264542,85,445,171,701,77.9308484165859,11.3156072373419,Amazonia,346,311.6553251,2380.293408,1,0,1451,1,2,1242,Reserva Biológica,Federal,1.709852980179273,-1.5983155386238546,0.7451554909467715,1.6639434473243266,0.45642560749566496,1.1040414885812728,1.5351967002391498
261,FLONA DO JAMANXIM,Floresta,FLO,FLONA,US,federal,2006,0000.00.0266,1,degazette,Proposed,Proposed,0,2,0,248,13013.81,316,2297.05360782146,76,494,143,713,278.272148446087,13.0241717486708,Amazonia,322,525.8468912,1795.721632,0,NA,NA,0,NA,NA,NA,NA,2.1132884854431015,-1.0776643170503644,0.6967617279987209,1.1839641523773659,0.5280563088488219,1.3652489621269466,-0.5500450502999613
630,RDS DO RIO NEGRO,Reserva de Desenvolvimento Sustent<e1>vel,RDS,RDS,US,estadual,2008,0000.13.1730,0,none,none,none,0,0,0,247,1029.76,90,32407.6804254353,92,551,174,817,53.2726896194667,6.51771291742169,Amazonia,96,0,2468.748081,0,NA,NA,0,NA,NA,NA,NA,1.2316270601030777,0.29341480150376775,-0.11547299838670642,0.29097274228910514,1.1027201300363327,-1.7718471866319445,-0.7045074021917473
253,RESEX RIOZINHO DO ANFR<cd>SIO,Reserva Extrativista,RESEX,RESEX,US,federal,2004,0000.00.0258,0,none,none,none,0,0,0,246,7360.99,1198,1941.07236579061,79,514,159,752,236.548087076011,11.4961361828307,Amazonia,292,404.8949388,1996.573764,0,NA,NA,0,NA,NA,NA,NA,1.9151912269018228,-1.164863983860141,0.6309427175012611,2.1358417104705367,0.7528104236139248,1.234689613389828,-0.39558269840817534
1179,PARES DO CERRADO,Parque,PAR,PE,PI,estadual,1992,0000.41.0499,0,none,none,none,0,0,0,245,4.13,80,9378.7937772274,51,446,131,628,828.776470588235,24.1397058823529,Cerrado,188,147.6454753,1239.005961,1,0,916,3,0,1451,Parque,Estadual,-0.6121376410618494,-0.3489601609378251,0.3349145745567851,0.2076795342295178,-0.00761036780213305,0.7318408454671613,0.5311914129425407
603,RDS PIAGA<c7>U PURUS,Reserva de Desenvolvimento Sustent<e1>vel,RDS,RDS,US,estadual,2003,0000.13.0987,0,none,none,none,0,0,0,240,10057.92,696,2075.22813808918,94,536,179,809,40.5462154148884,3.77012949888982,Amazonia,78,176.2009662,2432.835982,0,NA,NA,0,NA,NA,NA,NA,2.023714564961735,-1.1302563939070134,-0.254068150797956,1.7477057325194145,1.0611855430911576,0.8198031315958075,-0.3183515224622823
718,PARES MARINHO DE AREIA VERMELHA,Parque,PAR,PE,PI,estadual,2000,0000.25.0484,0,none,none,NA,0,0,0,240,0.07,NA,60235.5685939789,NA,NA,NA,NA,NA,NA,Marinho,NA,5.849637667,1770.606319,1,0,895,5,0,1451,Parque,Estadual,-1.1571183860373715,0.6145603459052491,NA,NA,NA,-0.808631324899262,-0.0866579946246033
33,MN DAS ILHAS CAGARRAS,Monumento Natural,MN,MN,PI,federal,1989,0000.00.0034,0,none,none,NA,0,0,0,238,1.06,83,605358.736614227,82,522,147,751,72.7692307692308,NA,Marinho,208,0,1139.882277,8,0,1451,30,0,1451,Monumento Natural,Federal,-0.9293670286918485,1.8100968010732443,0.40283180693406384,0.2337010838990039,0.7471943294922904,-1.7718471866319445,0.7628849407802197
884,PARES SERRA VERDE,Parque,PAR,PE,PI,estadual,2007,0000.31.1781,0,none,none,none,0,0,0,235,1.05,4,218974.347388268,67,461,150,678,837.772727272727,26.1534090909091,Cerrado,140,0,1066.499238,0,NA,NA,0,NA,NA,NA,NA,-0.931058938940278,1.2832604554443812,0.13708754159729689,-1.7850343195872909,0.31564425597982065,-1.7718471866319445,-0.6272762262458543
914,PARES DO FORNO GRANDE,Parque,PAR,PE,PI,estadual,2013,0000.32.1534,0,none,none,none,0,0,0,233,7.63,465,23590.9708328247,98,503,152,753,1525.24,69.965,Mata Atlantica,870,37.93329461,1144.566248,1,0,969,3,0,1451,Parque,Estadual,-0.43129219378386197,0.12890799443244985,1.3665603415639094,1.4596400542641677,0.7584190643901393,0.06120529156238374,-1.0906632819212123
23,APA DO PLANALTO CENTRAL,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,federal,2002,0000.00.0023,1,downgrade,Proposed,Proposed,0,1,0,232,5038.53,1,134006.486020863,59,384,138,581,975.494315802376,15.4260339315445,Cerrado,721,0,1117.348744,0,NA,NA,0,NA,NA,NA,NA,1.783411835057208,1.0288408254292931,1.239880090931207,-2.440652942534779,-0.335813505082862,-1.7718471866319445,-0.2411203465163893
1114,APA ITUPARARANGA,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,1998,0000.35.1703,0,none,none,none,0,0,0,232,935.86,0,804712.733781815,99,523,143,765,918.839365212381,17.5146388728853,Mata Atlantica,379,17.09857508,1121.892846,0,NA,NA,0,NA,NA,NA,NA,1.1984167699255388,1.9575808615057606,0.8064956886881198,-2.936609285003884,0.8251485066209083,-0.32224806291319774,0.0678043572671827
207,REBIO DO JARU,Reserva Biol<f3>gica,REBIO,REBIO,PI,federal,1979,0000.00.0208,0,none,none,none,0,0,0,225,3468.59,120,6224.88811969757,91,539,141,771,169.652466333672,8.15490306223147,Amazonia,403,94.99486696,2094.270502,1,0,1451,2,0,1451,Reserva Biológica,Federal,1.6536285345522153,-0.5612988289281289,0.8478478289305486,0.4948448201987733,0.8581222255600013,0.5129520912447002,1.5351967002391498
348,PARNA DA SERRA DAS LONTRAS,Parque,PAR,PARNA,PI,federal,2010,0000.00.1909,0,none,none,none,0,0,0,225,113.44,37,32289.2115592957,75,408,138,621,567.025968109339,58.5336560364465,Mata Atlantica,755,134.1164698,1224.859932,2,0,1107,1,1,1451,Parque,Federal,0.46741097050312974,0.2915174366995882,1.270950588313253,-0.33386634989341973,-0.05490546002007558,0.6840719187928398,-0.8589697540835334
46,ESEC DA TERRA DO MEIO,Esta<e7><e3>o Ecol<f3>gica,ESEC,ESEC,PI,federal,2005,0000.00.0047,1,downgrade,Proposed,Proposed,0,2,0,224,33730.97,451,2575.49385923147,77,501,157,735,237.183205589521,11.4045136672483,Amazonia,485,513.6234055,1764.780515,0,NA,NA,0,NA,NA,NA,NA,2.444410896672617,-1.018410860114533,0.9726219073423334,1.4378144131184958,0.6563067361459403,1.3534980252746198,-0.47281387435406835
955,REBIO ESTADUAL DA PRAIA DO SUL,Reserva Biol<f3>gica,REBIO,REBIO,PI,estadual,1981,0000.33.0728,0,none,none,NA,0,0,0,224,32.67,52,25270.8493714333,17,41,7,65,209.108597285068,49.67625,Marinho,874,0,1111.226494,2,1,1451,1,1,1451,Reserva Biológica,Estadual,0.04203575201644946,0.16454527989196957,1.3696540801152892,-0.09581080640474753,-9.535276572477729,-1.7718471866319445,1.3807343483473637
272,PARNA DOS CAMPOS GERAIS,Parque,PAR,PARNA,PI,federal,2006,0000.00.0277,0,none,none,none,0,0,0,222,212.99,11,28450.5001862049,48,443,121,612,975.443509888611,19.3466696976586,Mata Atlantica,413,56.04647383,1284.423028,4,0,1451,7,0,1451,Parque,Federal,0.6850207477425261,0.2259451124235729,0.8643573863135712,-1.1586243952573239,-0.11650167891861948,0.2524354877756273,-0.5500450502999613
1174,FLOES DE ASSIS,Floresta,FLO,FLOES,US,estadual,2002,0000.35.2937,0,none,none,none,0,0,0,221,27.09,3,18326.6323058605,37,443,128,608,562.99635701275,6.94034608378871,Cerrado,103,256.6906857,1213.070283,0,NA,NA,0,NA,NA,NA,NA,-0.02096288086190546,-0.0019102819132813373,-0.06842461026503648,-1.9446966000656745,-0.14416862031592323,1.0072584480984463,-0.2411203465163893
658,APA TRIUNFO DO XINGU,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,2006,0000.15.1039,0,none,none,none,0,0,0,219,16796.19,316,1514.8655847311,73,466,142,681,272.362409827463,14.9512096238833,Amazonia,478,534.0321871,1749.695333,0,NA,NA,0,NA,NA,NA,NA,2.2019916359656584,-1.2932329261315303,0.9628259825635527,1.1839641523773659,0.3342751908035195,1.3729663848700764,-0.5500450502999613
622,PARES RIO NEGRO SETOR SUL,Parque,PAR,PE,PI,estadual,1995,0000.13.1006,1,downsize,downsize,Enacted,1,3,0,217,1555.01,63,64756.5905981064,89,564,176,829,66.1057689007859,10.8686811489756,Amazonia,124,0,2466.509059,1,0,1092,1,0,1451,Parque,Estadual,1.3748144077072164,0.6520558645119844,0.05576142489408847,0.03912876981074447,1.164266512043981,-1.7718471866319445,0.2994978851048617
86,FLONA DE CANELA,Floresta,FLO,FLONA,US,federal,1968,0000.00.0087,0,none,none,none,0,0,0,215,5.64,52,54645.3448460102,42,391,93,526,810.433628318584,17.587389380531,Mata Atlantica,103,2.337875079,1635.435803,0,NA,NA,0,NA,NA,NA,NA,-0.5224322366888535,0.5640988821073023,-0.06842461026503648,-0.09581080640474753,-0.7553390390588034,-1.1684796706009408,2.3847396356439727
197,REBIO DE SALTINHO,Reserva Biol<f3>gica,REBIO,REBIO,PI,federal,1983,0000.00.0198,0,none,none,none,0,0,0,215,5.63,34,27483.3511199951,38,349,123,510,93.8317757009346,22.4147196261682,Mata Atlantica,106,17.41859271,1645.850522,1,1,1451,2,0,1247,Reserva Biológica,Federal,-0.5229562561851177,0.20802711727620943,-0.04922310994630672,-0.3927088404309632,-0.8856340667069135,-0.3134741705002462,1.2262719964555777
73,ESEC RASO DA CATARINA,Esta<e7><e3>o Ecol<f3>gica,ESEC,ESEC,PI,federal,1984,0000.00.0074,0,none,none,none,0,0,0,214,1048.35,270,10869.8373678923,38,293,133,464,616.832762096774,4.65580267137097,Caatinga,294,187.6089801,1437.908415,1,1,1451,5,0,1451,Estação Ecológica,Federal,1.2378417997097382,-0.2725270728204717,0.635535981864998,1.0717837928361638,-1.284292274735466,0.8510351283244348,1.1490408205096847
664,FLOES DO AMAP<c1>,Floresta,FLO,FLOES,US,estadual,2006,0000.16.0885,1,degazette,Proposed,Proposed,0,1,0,213,23703.02,87,11025.3689977899,86,553,185,824,122.971039466245,14.315742911911,Amazonia,472,0,2334.621395,0,NA,NA,0,NA,NA,NA,NA,2.321746482768171,-0.2651670310084077,0.9543148540182702,0.26698679500475925,1.138731025262288,-1.7718471866319445,-0.5500450502999613
265,FLONA DO CREPORI,Floresta,FLO,FLONA,US,federal,2006,0000.00.0270,1,downsize,downsize,Enacted,1,2,0,212,7403.92,772,1610.9871378243,81,501,148,730,207.624243554077,19.707332506381402,Amazonia,330,400.3817614,1985.124409,1,0,857,1,1,434,Floresta,Federal,1.9172128061459388,-1.261379641718838,0.7132813839774614,1.8217568540200255,0.6274987840731537,1.2290924384566229,-0.5500450502999613
122,FLONA DE TAPAJ<d3>S,Floresta,FLO,FLONA,US,federal,1974,0000.00.0123,1,downsize,downsize,Enacted,1,1,0,211,5306.22,45,8536.16468790174,87,581,176,844,139.77802456232,14.1143519728247,Amazonia,307,374.4126865,2101.566883,2,0,1451,2,1,1451,Floresta,Federal,1.80140648510528,-0.397728237150323,0.6646539077066528,-0.19716369987635385,1.2399600615804824,1.1956100363214135,1.9213525799686149
1431,PNM DE MARAPENDI,Parque,PAR,PNM,PI,municipal,1978,0455.33.1789,0,none,none,NA,0,0,0,211,1.5,55,666583.983772278,89,522,148,759,6.10714285714286,3.665,Marinho,12,0,1130.818388,1,0,1198,6,0,1451,Parque,Municipal,-0.8620601532155225,1.8600129454721224,-1.472478630899739,-0.056414778440241564,0.7919154897201764,-1.7718471866319445,1.6124278761850428
970,REBIO DE ARARAS,Reserva Biol<f3>gica,REBIO,REBIO,PI,estadual,1977,0000.33.1483,0,none,none,none,0,0,0,210,38.38,23,373587.347080946,127,542,160,829,1375.99870633894,65.6898447606727,Mata Atlantica,799,36.01754377,1111.671861,1,1,1158,1,2,1451,Reserva Biológica,Estadual,0.09650119226526534,1.560026675431823,1.3091473002015013,-0.6626680527882194,1.164266512043981,0.03594705942212591,1.6896590521309358
208,REBIO DO LAGO PIRATUBA,Reserva Biol<f3>gica,REBIO,REBIO,PI,federal,1980,0000.00.0209,0,none,none,none,0,0,0,209,3924.49,353,801.383973643184,68,546,166,780,9.5620466142601,1.95192560963775,Amazonia,51,1.389853788,2386.168896,1,1,1451,1,0,1451,Reserva Biológica,Federal,1.6965521311513223,-1.622824170305173,-0.5364426171432705,1.262953393086371,0.9071053777151299,-1.3357248951052385,1.4579655242932568
1324,PARES DA SERRA DOURADA,Parque,PAR,PE,PI,estadual,2003,0000.52.1745,1,downsize,Proposed,Proposed,0,1,0,208,286.44,100,8486.83988547325,48,422,130,600,657.623432461483,28.6648154783232,Cerrado,645,98.56314072,1226.90687,1,1,891,4,0,1451,Parque,Estadual,0.7876178783388834,-0.40073031740689563,1.1647797348769553,0.3655729293674911,-0.2000518835841879,0.5312219477409682,-0.3183515224622823
279,PARNA DOS CAMPOS AMAZ<d4>NICOS,Parque,PAR,PARNA,PI,federal,2006,0000.00.0284,1,downsize,downsize,Enacted,1,2,0,206,9613.16,278,1529.85770896822,93,540,156,789,121.191342510353,7.14750303853578,Amazonia,246,21.23865006,2115.537254,3,0,1113,3,0,1320,Parque,Federal,2.007991194199111,-1.2881340245312511,0.5156279373053415,1.092600206586225,0.9555272847127712,-0.21912909569900937,-0.5500450502999613
679,PARES DO BACANGA,Parque,PAR,PE,PI,estadual,1980,0000.21.1882,0,none,none,none,0,0,0,206,26.23,5,60498.7448339462,34,337,112,483,24.9635627530364,7.21052631578947,Amazonia,58,0,1928.435427,1,0,1052,3,0,1451,Parque,Estadual,-0.03177397267341081,0.6168190140188328,-0.4511681772187608,-1.6545807377264288,-1.1150471215446498,-1.7718471866319445,1.4579655242932568
1238,APA DO BANHADO GRANDE,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,1998,0000.43.1988,0,none,none,none,0,0,0,204,1370.41,15,214806.590992936,40,406,81,527,47.4218035175709,6.39928919990511,Pampa,381,0.038223072,1671.432938,0,NA,NA,0,NA,NA,NA,NA,1.3309066166799803,1.273304425582692,0.810040091880012,-0.9527839151274649,-0.7473274533332233,-1.7530700588018,0.0678043572671827
10,APA DE PETR<d3>POLIS,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,federal,1982,0000.00.0010,0,none,none,none,0,0,0,203,682.23,2,671192.640822411,134,543,161,838,939.457688675819,67.9759933173531,Mata Atlantica,2178,17.98987601,1102.582617,1,0,1451,1,1,1451,Área de Proteção Ambiental,Federal,1.0886512234752304,1.863582670987161,1.9857114591895544,-2.1505370801955337,1.2098451345902819,-0.2981837393367446,1.3035031724014707
325,RESEX ALTO JURU<c1>,Reserva Extrativista,RESEX,RESEX,US,federal,1990,0000.00.1517,0,none,none,none,0,0,0,201,5379.8,1050,1242.81590028852,127,567,191,885,287.046093481779,8.48029206925303,Amazonia,191,293.4428494,2910.675088,1,1,1094,2,0,1451,Reserva Extrativista,Federal,1.8061937523561855,-1.3957143197284736,0.3455479794764751,2.0415757896451012,1.4401945291553053,1.0739983874413863,0.6856537648343267
1546,APA BOROR<c9>-COL<d4>NIA,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,municipal,2006,5030.35.1961,0,none,none,none,0,0,0,200,89.61,27,960549.944266319,100,511,140,751,780.88493150684894,12.1883561643836,Mata Atlantica,120,0,1129.856414,0,NA,NA,0,NA,NA,NA,NA,0.38623092410157256,2.0492950077963337,0.03380152981515492,-0.5523711209093464,0.7471943294922904,-1.7718471866319445,-0.5500450502999613
1187,PARES DE CAMPINHOS,Parque,PAR,PE,PI,estadual,1960,0000.41.0513,0,none,none,none,0,0,4,198,3.33,36,63479.9766075611,66,469,126,661,942.253731343284,32.6082089552239,Mata Atlantica,189,36.66889053,1263.002902,1,1,865,2,0,1451,Parque,Estadual,-0.6710838183583512,0.641740175148654,0.3384776818098855,-0.3529478475231821,0.20848881600615804,0.04467850017139373,3.0025890432111173
663,APA DO RIO CURIA<da>,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,1998,0000.16.0293,0,none,none,none,0,0,0,197,218.72,8,17058.1083620787,71,548,166,785,14.3784510139262,4.42557415098949,Amazonia,39,0,2309.286185,1,0,957,4,0,1451,Área de Proteção Ambiental,Estadual,0.6942082771513879,-0.039071265793747256,-0.7135928726387262,-1.364464875387183,0.9340749025847572,-1.7718471866319445,0.0678043572671827
63,ESEC TUPINAMB<c1>S,Esta<e7><e3>o Ecol<f3>gica,ESEC,ESEC,PI,federal,1987,0000.00.0064,0,none,none,NA,0,0,0,195,24.64,123,26220.8090882301,76,491,142,709,42.0588235294118,NA,Marinho,171,0,1101.514025,1,1,1451,1,2,1451,Estação Ecológica,Federal,-0.05269278776542929,0.18366333383575992,0.27127457668856675,0.512368481907734,0.504314054242629,-1.7718471866319445,0.9173472926720058
79,FLONA DE CHAPEC<d3>,Floresta,FLO,FLONA,US,federal,1968,0000.00.0080,0,none,none,none,0,0,0,195,16.04,12,27279.11602211,43,388,102,533,605.310240963855,13.5832078313253,Mata Atlantica,202,242.7643238,1528.298747,0,NA,NA,0,NA,NA,NA,NA,-0.19475420443282526,0.20416276694893895,0.38316418565596,-1.101352736867223,-0.6995742875672311,0.9794471177947109,2.3847396356439727
108,FLONA DE SARAC<c1>-TAQUERA,Floresta,FLO,FLONA,US,federal,1989,0000.00.0109,0,none,none,none,0,0,0,195,4412.81,341,1693.98122864962,86,499,174,759,102.243241280829,11.9030983009415,Amazonia,219,267.331211,2344.253806,0,NA,NA,0,NA,NA,NA,NA,1.7373174006584353,-1.235368985944,0.437465411569211,1.238278059723281,0.7919154897201764,1.0275130103152854,0.7628849407802197
1222,PARES DA SERRA FURADA,Parque,PAR,PE,PI,estadual,1980,0000.42.0780,0,none,none,none,0,0,0,195,14.71,134,12310.4237794876,56,398,107,561,775.104430379747,64.3726265822785,Mata Atlantica,915,76.80989238,1501.533766,1,0,867,2,0,1451,Parque,Estadual,-0.22300934964354227,-0.20805280076641602,1.400573493816716,0.57318229483776,-0.4835946532452192,0.407816990012929,1.4579655242932568
205,REBIO DO GUAPOR<c9>,Reserva Biol<f3>gica,REBIO,REBIO,PI,federal,1982,0000.00.0206,0,none,none,none,0,0,0,191,6158.2,535,3172.74719752371,83,452,154,689,175.471778704363,4.02031424794061,Amazonia,372,314.8509096,2039.145724,2,1,1451,2,1,1245,Reserva Biológica,Federal,1.8531696686752972,-0.9103957312413836,0.7939416728560023,1.55977515039424,0.3835598333772092,1.1091318524451403,1.3035031724014707
178,PARNA VIRU<c1>,Parque,PAR,PARNA,PI,federal,1998,0000.00.0179,0,none,none,none,0,0,0,190,2149.76,162,347.163968086243,75,417,177,669,51.0032042524653,2.81690118979607,Amazonia,215,98.27630778,2841.091299,2,0,1451,2,0,1319,Parque,Federal,1.4873594012557727,-2.0553923502803824,0.42507593997028675,0.7080390521682962,0.259253512950213,0.5297777350907603,0.0678043572671827
47,ESEC DE AIUABA,Esta<e7><e3>o Ecol<f3>gica,ESEC,ESEC,PI,federal,2001,0000.00.0048,0,none,none,none,0,0,0,187,117.47,89,6545.59101009369,30,276,116,422,548.184733514002,16.2905939476061,Caatinga,253,292.3903262,1611.224727,0,NA,NA,0,NA,NA,NA,NA,0.4794440986885457,-0.5352755551098678,0.5344972323245921,0.28306643249851415,-1.6843579546406786,1.0722057914626766,-0.16388917057049632
133,FLONA DE TR<ca>S BARRAS,Floresta,FLO,FLONA,US,federal,1968,0000.00.0134,0,none,none,none,0,0,0,186,43.85,52,12880.2279295921,43,420,114,577,786.069003285871,7.15813253012048,Mata Atlantica,88,100.0855151,1373.135342,1,1,854,4,0,1451,Floresta,Federal,0.14172326416701206,-0.1846121985454046,-0.17359119892154493,-0.09581080640474753,-0.36495920822113015,0.5388181743983704,2.3847396356439727
337,PARNA MAPINGUARI,Parque,PAR,PARNA,PI,federal,2008,0000.00.1633,1,downsize,downsize,Enacted,1,1,0,186,18040.58,72,9794.50238220394,103,538,170,811,108.609127680457,4.55714875234214,Amazonia,373,0,2314.238557,3,0,1113,3,0,1319,Parque,Federal,2.2268399415842053,-0.3264924952629895,0.7957494577580464,0.13327346374368917,1.0716075217505612,-1.7718471866319445,-0.7045074021917473
1135,PARES RESTINGA DE BERTIOGA,Parque,PAR,PE,PI,estadual,2010,0000.35.1964,0,none,none,none,0,0,0,186,93.18,31,455004.629596233,93,516,139,748,16.3480519480519,5.94594594594595,Mata Atlantica,191,1.839609862,1116.364033,2,0,885,2,0,1282,Parque,Estadual,0.3996666791134078,1.6621726780033386,0.3455479794764751,-0.45682757265836,0.7303011282987707,-1.2494074669714281,-0.8589697540835334
190,REBIO AUGUSTO RUSCHI,Reserva Biol<f3>gica,REBIO,REBIO,PI,federal,1982,0000.00.0191,0,none,none,none,0,0,0,185,35.62,78,50185.6556985378,92,464,150,706,854.005689900427,33.4950213371266,Mata Atlantica,376,42.67627891,1156.482323,2,0,1451,4,0,1451,Reserva Biológica,Federal,0.07123703558115431,0.5199914546519,0.8011439518922084,0.18979075858918867,0.48641941831235147,0.11874975763754254,1.3035031724014707
263,APA DO TAPAJ<d3>S,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,federal,2006,0000.00.0268,1,downsize,downsize,Enacted,1,2,0,183,20403.17,157,3962.03228479624,82,509,159,750,222.589060950889,17.3874865662398,Amazonia,418,348.4557363,1893.836165,0,NA,NA,0,NA,NA,NA,NA,2.26962635656575,-0.7953277046811772,0.8724632130448821,0.6857471010582935,0.741570762189319,1.159743900674166,-0.5500450502999613
1215,PARES JO<c3>O PAULO II,Parque,PAR,PE,PI,estadual,1986,0000.41.0547,0,none,none,none,0,0,0,181,0.05,5,136797.667745829,70,460,122,652,922,6.25,Mata Atlantica,15,0,1291.00112,0,NA,NA,0,NA,NA,NA,NA,-1.1636787102859796,1.0395212355484666,-1.3322790248442509,-1.6545807377264288,0.15064001641108885,-1.7718471866319445,0.9945784686178988
367,RPPN CORREDEIRAS DO RIO ITAJA<cd>,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,federal,2009,0000.00.2085,0,none,none,none,0,0,0,179,3.33,104,9179.97591304779,46,407,113,566,581.859154929577,54.1883802816901,NA,289,113.6840926,1387.538206,0,NA,NA,0,NA,NA,NA,NA,-0.6710838183583512,-0.3600600592348368,0.6239936963967525,0.3933633643773875,-0.4461620772103975,0.6019987491056997,-0.7817385781376404
668,PARES DO LAJEADO,Parque,PAR,PE,PI,estadual,2001,0000.17.1488,0,none,none,none,0,0,0,179,107.5,25,9010.46078449488,46,322,121,489,631.945932781296,16.8072333170969,Cerrado,303,0,1429.74139,1,0,1049,3,0,1048,Parque,Estadual,0.44887908815944255,-0.3697155227341369,0.6558275433608297,-0.6053963943981181,-1.062979396746839,-1.7718471866319445,-0.16388917057049632
735,APA DE GUADALUPE,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,1997,0000.26.0967,0,none,none,none,0,0,0,179,439.2,20,54691.604675293,42,362,125,529,55.1478897208986,16.7545158959538,NA,157,0,1638.527716,0,NA,NA,0,NA,NA,NA,NA,0.9358072467569318,0.5645372836973891,0.2139498560802783,-0.7582116010392054,-0.7313497019587617,-1.7718471866319445,0.14503553321307572
1133,APA MARINHA DO LITORAL SUL,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,2008,0000.35.1724,0,none,none,NA,0,0,0,179,3683.77,146,23370.141153574,64,500,127,691,25.1044776119403,36,Marinho,120,56.28378216,1161.584877,0,NA,NA,0,NA,NA,NA,NA,1.6745494366364793,0.12403555172536579,0.03380152981515492,0.6341138781171224,0.3957917093681721,0.254513541637087,-0.7045074021917473
249,RESEX MARINHA DE SOURE,Reserva Extrativista,RESEX,RESEX,US,federal,2001,0000.00.0254,0,none,none,none,0,0,0,176,295.79,171,6556.43013429642,58,491,151,700,9.0159789644013,3.62223542786275,Amazonia,43,31.61995191,2159.278544,1,0,1087,1,1,1451,Reserva Extrativista,Federal,0.7987475698036517,-0.5344184527857087,-0.6492387475145478,0.7464938209453916,0.45040121559224805,-0.027360336748122174,-0.16388917057049632
262,PARNA DO JAMANXIM,Parque,PAR,PARNA,PI,federal,2006,0000.00.0267,1,degazette,Proposed,Proposed,0,1,1,176,8669.24,141,2164.20818477869,81,508,153,742,224.161040535359,16.2085322786141,Amazonia,394,406.6684275,1968.927902,2,0,1128,3,0,1320,Parque,Federal,1.9720610454252931,-1.1085150508688755,0.8326360082858028,0.609353145964675,0.696310782563467,1.2368720523100445,-0.5500450502999613
1055,PARES DO JURUPAR<c1>,Parque,PAR,PE,PI,estadual,1978,0000.35.0801,1,downgrade,Proposed,Proposed,0,1,0,176,262.35,26,170455.835108757,94,526,140,760,731.37341536167,31.9462155108128,Mata Atlantica,695,35.34255749,1144.460584,1,1,867,4,1,1451,Parque,Estadual,0.7571847781604665,1.1534884783761743,1.2151165416337193,-0.5783926705788325,0.7974725059115141,0.026735107806676157,1.6124278761850428
